reference_number,inn,cas_number,ec_number,regulation,regulated_by,other_regulations,sccs_opinions,chemical_name,identified_ingredients,cmr,update_date
558,"Gases (petroleum), benzene unit hydrotreater depentanizer overheads, if they contain > 0.1 % w/w Butadiene",68602-82-4,271-623-5,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B(),Mutagenic Cat. 1B()",15/10/2010
559,"Gases (petroleum), C1-5, wet, if they contain > 0.1% w/w Butadiene",68602-83-5,271-624-0,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B(),Mutagenic Cat. 1B()",15/10/2010
560,"Gases (petroleum), secondary absorber off, fluidized catalytic cracker overheads, if they contain > 0.1% w/w Butadiene",68602-84-6,271-625-6,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B(),Mutagenic Cat. 1B()",15/10/2010
561,"Hydrocarbons, C2-4, if they contain > 0.1% w/w Butadiene",68606-25-7,271-734-9,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B(),Mutagenic Cat. 1B()",15/10/2010
562,"Hydrocarbons, C3, if they contain > 0.1% w/w Butadiene",68606-26-8,271-735-4,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B(),Mutagenic Cat. 1B()",15/10/2010
563,"Gases (petroleum), alkylation feed, if they contain > 0.1% w/w Butadiene",68606-27-9,271-737-5,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B(),Mutagenic Cat. 1B()",15/10/2010
564,"Gases (petroleum), depropanizer bottoms fractionation off, if they contain > 0.1% w/w Butadiene",68606-34-8,271-742-2,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B(),Mutagenic Cat. 1B()",15/10/2010
565,"Petroleum products, refinery gases, if they contain > 0.1% w/w Butadiene",68607-11-4,271-750-6,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B(),Mutagenic Cat. 1B()",15/10/2010
566,"Gases (petroleum), hydrocracking low-pressure separator, if they contain > 0.1 % w/w Butadiene",68783-06-2,272-182-1,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B(),Mutagenic Cat. 1B()",15/10/2010
567,"Gases (petroleum), refinery blend, if they contain > 0.1% w/w Butadiene",68783-07-3,272-183-7,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B(),Mutagenic Cat. 1B()",15/10/2010
568,"Gases (petroleum), catalytic cracking, if they contain > 0.1% w/w Butadiene",68783-64-2,272-203-4,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B(),Mutagenic Cat. 1B()",15/10/2010
569,"Gases (petroleum), C2-4, sweetened, if they contain > 0.1 % w/w Butadiene",68783-65-3,272-205-5,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B(),Mutagenic Cat. 1B()",15/10/2010
570,"Gases (petroleum), refinery, if they contain > 0.1 % w/w Butadiene",68814-67-5,272-338-9,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B(),Mutagenic Cat. 1B()",15/10/2010
571,"Gases (petroleum), platformer products separator off, if they contain > 0.1% w/w Butadiene",68814-90-4,272-343-6,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B(),Mutagenic Cat. 1B()",15/10/2010
572,"Gases (petroleum), hydrotreated sour kerosine depentanizer stabilizer off, if they contain > 0.1 % w/w Butadiene",68911-58-0,272-775-5,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B(),Mutagenic Cat. 1B()",15/10/2010
573,"Gases (petroleum), hydrotreated sour kerosine flash drum, if they contain > 0.1 % w/w Butadiene",68911-59-1,272-776-0,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B(),Mutagenic Cat. 1B()",24/11/2016
574,"Gases (petroleum), crude oil fractionation off, if they contain > 0.1% w/w Butadiene",68918-99-0,272-871-7,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B(),Mutagenic Cat. 1B()",15/10/2010
575,"Gases (petroleum), dehexanizer off, if they contain > 0.1 % w/w Butadiene",68919-00-6,272-872-2,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B(),Mutagenic Cat. 1B()",15/10/2010
576,"Gases (petroleum), distillate unifiner desulfurization tripper off, if they contain > 0.1% w/w Butadiene",68919-01-7,272-873-8,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B(),Mutagenic Cat. 1B()",15/10/2010
577,"Gases (petroleum), fluidized catalytic cracker fractionation off, if they contain > 0.1% w/w Butadiene",68919-02-8,272-874-3,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B(),Mutagenic Cat. 1B()",15/10/2010
578,"Gases (petroleum), fluidized catalytic cracker scrubbing secondary absorber off, if they contain > 0.1% w/w Butadiene",68919-03-9,272-875-9,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B(),Mutagenic Cat. 1B()",15/10/2010
579,"Gases (petroleum), heavy distillate hydrotreater desulfurization stripper off, if they contain > 0.1% w/w Butadiene",68919-04-0,272-876-4,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B(),Mutagenic Cat. 1B()",15/10/2010
580,"Gases (petroleum), light straight run gasoline fractionation stabilizer off, if they contain > 0.1 % w/w Butadiene",68919-05-1,272-878-5,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B(),Mutagenic Cat. 1B()",15/10/2010
581,"Gases (petroleum), naphtha unifiner desulfurization stripper off, if they contain > 0.1% w/w Butadiene",68919-06-2,272-879-0,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B(),Mutagenic Cat. 1B()",15/10/2010
582,"Gases (petroleum), platformer stabilizer off, light ends fractionation, if they contain > 0.1 % w/w Butadiene",68919-07-3,272-880-6,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B(),Mutagenic Cat. 1B()",15/10/2010
583,"Gases (petroleum), preflash tower off, crude distn., if they contain > 0.1% w/w Butadiene",68919-08-4,272-881-1,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B(),Mutagenic Cat. 1B()",15/10/2010
584,"Gases (petroleum), straight-run naphtha catalytic reforming off, if they contain > 0.1% w/w Butadiene",68919-09-5,272-882-7,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B(),Mutagenic Cat. 1B()",15/10/2010
585,"Gases (petroleum), straight-run stabilizer off, if they contain > 0.1 % w/w Butadiene",68919-10-8,272-883-2,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B(),Mutagenic Cat. 1B()",15/10/2010
586,"Gases (petroleum), tar stripper off, if they contain > 0.1% w/w Butadiene",68919-11-9,272-884-8,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B(),Mutagenic Cat. 1B()",15/10/2010
587,"Gases (petroleum), unifiner stripper off, if they contain > 0.1% w/w Butadiene",68919-12-0,272-885-3,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B(),Mutagenic Cat. 1B()",15/10/2010
588,"Gases (petroleum), fluidized catalytic cracker splitter overheads, if they contain > 0.1% w/w Butadiene",68919-20-0,272-893-7,"(EC) 2009/1223",,,,,"Carcinogenic Cat. 1B(),Mutagenic Cat. 1B()",15/10/2010
589,"Gases (petroleum), catalytic cracked naphtha debutanizer, if they contain > 0.1 % w/w Butadiene",68952-76-1,273-169-3,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B(),Mutagenic Cat. 1B()",15/10/2010
590,"Tail gas (petroleum), catalytic cracked distillate and naphtha stabilizer, if it contains > 0.1 % w/w Butadiene",68952-77-2,273-170-9,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B(),Mutagenic Cat. 1B()",15/10/2010
591,"Tail gas (petroleum), catalytic hydrodesulfurized naphtha separator, if it contains > 0.1% w/w Butadiene",68952-79-4,273-173-5,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B(),Mutagenic Cat. 1B()",15/10/2010
592,"Tail gas (petroleum), straight-run naphtha hydrodesulfurized, if it contains > 0.1% w/w Butadiene",68952-80-7,273-174-0,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B(),Mutagenic Cat. 1B()",15/10/2010
593,"Tail gas (petroleum), thermal-cracked distillate, gas oil and naphtha absorber, if it contains > 0.1% w/w Butadiene",68952-81-8,273-175-6,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B(),Mutagenic Cat. 1B()",15/10/2010
594,"Tail gas (petroleum), thermal cracked hydrocarbon fractionation stabilizer, petroleum coking, if it contains > 0.1% w/w Butadiene",68952-82-9,273-176-1,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B(),Mutagenic Cat. 1B()",15/10/2010
595,"Gases (petroleum), light steam-cracked, butadiene conc., if they contain > 0.1% w/w Butadiene",68955-28-2,273-265-5,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B(),Mutagenic Cat. 1B()",15/10/2010
596,"Gases (petroleum), sponge absorber off, fluidized catalytic cracker and gas oil desulfurizer overhead fractionation, if they contain > 0.1% w/w Butadiene",68955-33-9,273-269-7,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B(),Mutagenic Cat. 1B()",15/10/2010
597,"Gases (petroleum), straight-run naphtha catalytic reformer stabilizer overhead, if they contain > 0.1% w/w Butadiene",68955-34-0,273-270-2,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B(),Mutagenic Cat. 1B()",15/10/2010
598,"Gases (petroleum), crude distn. and catalytic cracking, if they contain > 0.1 % w/w Butadiene",68989-88-8,273-563-5,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B(),Mutagenic Cat. 1B()",15/10/2010
599,"Hydrocarbons, C4, if they contain > 0.1% w/w Butadiene",87741-01-3,289-339-5,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC","Hydrocarbons, C4 ",,"Carcinogenic Cat. 1B(),Mutagenic Cat. 1B()",24/11/2016
600,"Alkanes, C1-4, C3-rich, if they contain > 0.1% w/w Butadiene",90622-55-2,292-456-4,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B(),Mutagenic Cat. 1B()",15/10/2010
601,"Gases (petroleum), gas oil diethanolamine scrubber off, if they contain > 0.1% w/w Butadiene",92045-15-3,295-397-2,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B(),Mutagenic Cat. 1B()",15/10/2010
602,"Gases (petroleum), gas oil hydrodesulfurization effluent, if they contain > 0.1 % w/w Butadiene",92045-16-4,295-398-8,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B(),Mutagenic Cat. 1B()",15/10/2010
603,"Gases (petroleum), gas oil hydrodesulfurization purge, if they contain > 0.1% w/w Butadiene",92045-17-5,295-399-3,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B(),Mutagenic Cat. 1B()",15/10/2010
604,"Gases (petroleum), hydrogenator effluent flash drum off, if they contain > 0.1% w/w Butadiene",92045-18-6,295-400-7,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B(),Mutagenic Cat. 1B()",15/10/2010
605,"Gases (petroleum), naphtha steam cracking high-pressure residual, if they contain > 0.1% w/w Butadiene",92045-19-7,295-401-2,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B(),Mutagenic Cat. 1B()",15/10/2010
606,"Gases (petroleum), residue visbaking off, if they contain > 0.1% w/w Butadiene",92045-20-0,295-402-8,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B(),Mutagenic Cat. 1B()",15/10/2010
607,"Gases (petroleum), steam-cracker C3-rich, if they contain > 0.1% w/w Butadiene",92045-22-2,295-404-9,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B(),Mutagenic Cat. 1B()",15/10/2010
608,"Hydrocarbons, C4, steam-cracker distillate, if they contain > 0.1 % w/w Butadiene",92045-23-3,295-405-4,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B(),Mutagenic Cat. 1B()",15/10/2010
609,"Petroleum gases, liquefied, sweetened, C4 fraction, if they contain > 0.1% w/w Butadiene",92045-80-2,295-463-0,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B(),Mutagenic Cat. 1B()",15/10/2010
610,"Hydrocarbons, C4, 1,3-butadiene- and isobutene-free, if they contain > 0.1% w/w Butadiene",95465-89-7,306-004-1,"(EC) 2009/1223",,"Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EECC,Opinion concerning Chemical Ingredients in Cosmetic Products classified as Carcinogenic, Mutagenic or Toxic to Reproduction according to the Chemicals Directive 67/548/EEC",,,"Carcinogenic Cat. 1B(),Mutagenic Cat. 1B()",15/10/2010
